Date,SPY,QQQ,TLT,GLD,USO
11/8/2021,468.93,398.06,149.02,170.45,57.09
11/5/2021,468.53,398.6,149.3,169.84,56.55
11/4/2021,466.91,398.22,147.1,167.65,54.92
11/3/2021,464.72,393.18,145.57,165.77,55.34
11/2/2021,461.9,389.05,147.09,167.16,57.53
11/1/2021,460.04,387.43,146.44,167.52,57.53
10/29/2021,459.25,386.11,147.69,166.65,57.15
10/28/2021,458.32,384.22,147.24,168.08,57.4
10/27/2021,453.94,380,147.74,168.12,56.9
10/26/2021,455.96,379.12,145.1,167.68,58.45
10/25/2021,455.55,377.93,143.91,168.93,57.83
10/22/2021,453.12,374.1,144.13,167.77,58.03
10/21/2021,453.59,377.27,142.56,166.75,57.41
10/20/2021,452.41,374.98,142.73,166.9,58.12
10/19/2021,450.64,375.47,143.7,165.45,57.42
10/18/2021,447.19,372.65,145.71,164.92,56.96
10/15/2021,445.87,368.94,145.03,165.33,57.15
10/14/2021,442.5,366.63,145.88,168,56.81
10/13/2021,435.18,360,145.34,167.59,56.16
10/12/2021,433.62,357.14,143.94,164.66,56.11
10/11/2021,434.69,358.39,141.52,163.92,56.18
10/8/2021,437.86,361.16,141.88,164.23,55.47
10/7/2021,438.66,362.97,142.88,164.16,55.36
10/6/2021,434.9,359.67,144.39,165.03,54.16
10/5/2021,433.1,357.38,143.58,164.59,55.63
10/4/2021,428.64,352.62,144.98,165.36,54.49
10/1/2021,434.24,360.18,145.35,164.59,53.26
9/30/2021,429.14,357.96,144.32,164.22,52.56
9/29/2021,434.45,359.28,144.34,161.32,52.32
9/28/2021,433.72,359.87,144.09,162.05,52.4
9/27/2021,442.64,370.35,146.37,163.64,52.91
9/24/2021,443.91,373.33,146.91,163.3,51.82
9/23/2021,443.18,372.98,148.36,163.51,51.38
9/22/2021,437.86,369.57,151.79,165.42,50.48
9/21/2021,433.63,366.15,150.89,166.04,49.58
9/20/2021,434.04,365.7,151.02,164.94,49.6
9/17/2021,441.4,373.83,149.17,163.77,50.32
9/16/2021,447.17,378.31,149.89,164.03,50.7
9/15/2021,447.88,378.05,150.58,167.83,50.69
9/14/2021,444.17,375.26,151.11,168.82,49.31
9/13/2021,446.58,376.33,149.3,167.74,49.48
9/10/2021,445.44,376.59,148.4,167.18,48.8
9/9/2021,448.98,379.47,149.72,168.03,47.75
9/8/2021,450.91,380.78,147.93,167.29,48.59
9/7/2021,451.46,382.11,146.93,167.71,48.04
9/3/2021,453.08,381.57,148.18,171.06,48.66
9/2/2021,453.19,380.4,149.54,169.25,48.95
9/1/2021,451.8,380.58,148.89,169.7,47.93
8/31/2021,451.56,379.95,148.83,169.69,48.04
8/30/2021,452.23,380.26,149.85,169.35,48.4
8/27/2021,450.25,376.04,149.46,170.19,48.15
8/26/2021,446.26,372.42,148.45,167.67,47.48
8/25/2021,448.91,374.8,148.04,167.48,47.81
8/24/2021,447.97,374.37,149.28,168.65,47.37
8/23/2021,447.26,373.23,150.45,168.73,45.85
8/20/2021,443.36,367.73,150.55,166.7,43.43
8/19/2021,439.86,363.96,150.45,166.61,44.77
8/18/2021,439.18,362.21,149.35,167.1,45.4
8/17/2021,444.04,365.73,148.85,166.97,46.58
8/16/2021,446.97,368.98,148.91,167.22,47.04
8/13/2021,445.92,368.82,148.55,166.39,47.43
8/12/2021,445.11,367.53,146.24,164.04,48.1
8/11/2021,443.78,366.21,146.48,164,48.3
8/10/2021,442.68,366.84,146.57,161.77,47.68
8/9/2021,442.13,368.73,147.25,161.72,46.6
8/6/2021,442.49,368.05,147.78,164.64,47.57
8/5/2021,441.76,369.67,150.29,168.86,48.1
8/4/2021,438.98,367.34,151.06,169.53,47.2
8/3/2021,441.15,366.81,150.75,169.49,48.85
8/2/2021,437.59,364.6,150.67,169.61,49.18
7/30/2021,438.51,364.57,149.52,169.82,50.66
7/29/2021,440.65,366.48,148.82,171.17,50.64
7/28/2021,438.83,365.83,149.65,169.29,49.72
7/27/2021,439.01,364.43,149.64,168.44,49.47
7/26/2021,441.02,368.49,148.06,168.16,49.67
7/23/2021,439.94,368.2,148.5,168.56,49.47
7/22/2021,435.46,363.95,149.5,169.09,49.17
7/21/2021,434.55,361.56,148.1,168.76,48.27
7/20/2021,431.06,358.79,150,169.39,46.51
7/19/2021,424.97,354.67,151.46,169.61,45.84
7/16/2021,431.34,357.6,148.21,169.41,49.14
7/15/2021,434.75,360.52,148.49,171.07,49.04
7/14/2021,436.24,363.07,146.87,171.04,49.7
7/13/2021,435.59,362.42,145.22,169.22,51.15
7/12/2021,437.08,362.42,146.34,169,50.31
7/9/2021,435.52,361.01,146.53,169.21,50.41
7/8/2021,430.92,358.77,148.62,168.65,49.52
7/7/2021,434.46,360.95,148.04,168.76,48.66
7/6/2021,432.93,360.19,146.74,168.12,49.9
7/2/2021,433.72,358.64,145.04,167.29,50.93
7/1/2021,430.43,354.57,144.17,166.2,50.62
6/30/2021,428.06,354.43,144.35,165.63,49.88
6/29/2021,427.7,354.99,143.71,164.83,49.89
6/28/2021,427.47,353.71,143.47,166.58,49.54
6/25/2021,426.61,349.46,142.01,166.59,50.25
6/24/2021,425.1,349.89,143.5,166.04,49.84
6/23/2021,422.6,347.74,143.27,166.14,49.72
6/22/2021,423.11,347.57,143.64,166.25,49.42
6/21/2021,420.86,344.36,143.29,166.95,49.36
6/18/2021,414.92,342.63,145.73,164.93,48.36
6/17/2021,421.97,345.34,143.04,165.85,48.04
6/16/2021,422.11,341.01,140.93,171.11,48.75
6/15/2021,424.48,342.26,141.05,174.05,48.98
6/14/2021,425.26,344.51,141.22,174.71,48.32
6/11/2021,424.31,341.24,142.31,175.74,48.07
6/10/2021,423.61,340.35,142.54,177.74,47.83
6/9/2021,421.65,336.84,141.69,176.98,47.58
6/8/2021,422.28,336.76,140.45,177.32,47.88
6/7/2021,422.19,336.6,139.47,177.87,47.27
6/4/2021,422.6,335.6,139.9,177.16,47.26
6/3/2021,418.77,330,138.01,175.27,46.97
6/2/2021,420.33,333.47,138.53,178.77,46.9
6/1/2021,419.67,332.82,138.21,177.9,46.33
5/28/2021,420.04,333.93,138.44,178.38,45.42
5/27/2021,419.29,332.88,138.655,177.71,45.55
5/26/2021,419.07,334.13,139.22,177.64,45.2
5/25/2021,418.24,332.97,139.46,177.95,44.92
5/24/2021,419.17,332.51,138.18,176.35,45.02
5/21/2021,414.94,327.01,137.67,176.04,43.7
5/20/2021,415.28,328.83,137.23,175.96,42.48
5/19/2021,410.86,322.59,136.11,175.16,43.43
5/18/2021,411.94,322.22,136.44,175.04,44.84
5/17/2021,415.52,324.41,136.79,174.7,45.39
5/14/2021,416.58,326.39,137.08,172.69,44.71
5/13/2021,410.28,319.34,135.81,171.13,43.81
5/12/2021,405.41,316.89,135.6,170.43,45.22
5/11/2021,414.21,325.31,137.04,172.14,44.87
5/10/2021,417.94,325.76,137.82,172.11,44.48
5/7/2021,422.12,334.2,139.23,171.59,44.43
5/6/2021,419.07,331.51,139.92,170.06,44.41
5/5/2021,415.75,329.03,139.69,167.27,44.66
5/4/2021,415.62,330.14,139.46,166.58,44.87
5/3/2021,418.2,336.19,138.52,167.81,43.98
4/30/2021,417.3,337.99,138.64,165.66,43.27
4/29/2021,420.06,340.22,138.32,166.22,44.26
4/28/2021,417.4,339,138.73,166.91,43.53
4/27/2021,417.52,340.15,138.64,166.42,43.11
4/26/2021,417.61,341.63,139.86,166.84,42.33
4/23/2021,416.74,339.42,140.06,166.4,42.46
4/22/2021,412.27,335.2,140.39,167.04,42.09
4/21/2021,416.07,339.29,139.78,168.13,41.77
4/20/2021,412.17,336.41,139.5,166.48,42.74
4/19/2021,415.21,338.88,138.86,165.89,43.32
4/16/2021,417.26,342.01,139.26,166.35,43.18
4/15/2021,415.87,341.61,140.35,165.35,43.27
4/14/2021,411.45,336.51,138.04,162.72,43.04
4/13/2021,412.86,340.6,138.48,163.43,41.4
4/12/2021,411.64,336.67,137.45,162.28,40.9
4/9/2021,411.49,337.11,137.51,163.27,40.64
4/8/2021,408.52,335.08,138.01,164.51,40.82
4/7/2021,406.59,331.62,136.88,162.76,40.86
4/6/2021,406.12,330.82,137.84,163.22,40.7
4/5/2021,406.36,331.05,136.91,161.92,40.28
4/1/2021,400.61,324.57,137.51,161.98,41.84
3/31/2021,396.33,319.13,135.45,159.96,40.53
3/30/2021,394.73,314.32,136.21,157.57,41.17
3/29/2021,395.78,315.91,135.5,160.31,41.92
3/26/2021,395.98,316,136.66,162.24,41.53
3/25/2021,389.7,311.33,137.14,161.78,39.89
3/24/2021,387.52,311.87,138.23,162.37,41.45
3/23/2021,389.5,317.22,137.49,161.81,39.37
3/22/2021,392.59,318.61,136.26,163,41.71
3/19/2021,389.48,313.14,134.75,163.24,41.77
3/18/2021,391.48,312.04,133.92,162.56,40.47
3/17/2021,397.26,321.9,135.29,163.51,43.82
3/16/2021,395.91,320.58,136.31,162.35,43.83
3/15/2021,396.41,318.83,136.86,162.2,44.26
3/12/2021,394.06,315.46,136.06,161.49,44.35
3/11/2021,393.53,318.04,139.01,161.52,44.6
3/10/2021,389.58,310.88,140.02,161.66,43.74
3/9/2021,387.17,311.77,139.74,160.84,43.11
3/8/2021,381.72,299.94,137.83,157.49,43.5
3/5/2021,383.63,308.68,138.91,159.14,44.44
3/4/2021,376.7,304.1,138.64,159.04,43.07
3/3/2021,381.42,309.16,139.54,160.62,41.14
3/2/2021,386.54,318.4,141.07,162.41,40.07
3/1/2021,389.58,323.59,141.06,161.53,40.6
2/26/2021,380.36,314.14,143.12,161.81,41.31
2/25/2021,382.33,312.83,138.54,165.82,42.46
2/24/2021,391.77,324.13,140.84,169,42.5
2/23/2021,387.5,321.48,141.77,169.12,41.62
2/22/2021,387.03,322.44,142.18,169.51,41.28
2/19/2021,390.03,331.02,143.27,167.01,39.68
2/18/2021,390.72,332.47,145.2,166.32,40.27
2/17/2021,392.39,333.93,145.79,166.33,40.89
2/16/2021,392.3,335.54,144.87,168.24,40.45
2/12/2021,392.64,336.45,147.11,170.69,39.94
2/11/2021,390.71,334.58,148.96,171.21,38.97
2/10/2021,390.08,332.75,149.78,172.71,39.28
2/9/2021,390.25,333.51,148.79,172.08,39.17
2/8/2021,390.51,333.58,148.68,171.52,38.94
2/5/2021,387.71,331.36,148.03,169.81,38.19
2/4/2021,386.19,330.24,149.28,168.15,37.81
2/3/2021,381.85,326.38,149.68,171.85,37.44
2/2/2021,381.55,327.68,151.02,172.11,36.82
2/1/2021,376.23,322.42,152,174.23,36.12
1/29/2021,370.07,314.56,152,172.61,35.18
1/28/2021,377.63,321.32,152.92,172.68,35.25
1/27/2021,374.41,319.43,153.77,172.52,35.5
1/26/2021,383.79,328.59,153.38,173.62,35.45
1/25/2021,384.39,328.11,153.67,174.05,35.59
1/22/2021,382.88,325.42,151.88,173.9,35.23
1/21/2021,384.24,326.36,151.39,175.28,35.76
1/20/2021,383.89,323.77,152.46,175.39,35.79
1/19/2021,378.65,316.41,152.31,172.58,35.75
1/15/2021,375.7,311.86,151.82,171.13,35.34
1/14/2021,378.46,314.35,151.22,173.28,36.24
1/13/2021,379.79,316.04,152.65,173.37,35.8
1/12/2021,378.77,313.92,150.95,174.12,35.9
1/11/2021,378.69,314.42,151.07,173,35.26
1/8/2021,381.26,319.03,151.32,173.34,35.43
1/7/2021,379.1,314.98,151.81,179.48,34.53
1/6/2021,373.55,307.54,153.16,179.9,34.11
1/5/2021,371.33,311.86,156.37,182.87,33.94
1/4/2021,368.79,309.31,157.54,182.33,32.38
12/31/2020,373.88,313.74,157.73,178.36,33.01
12/30/2020,371.99,312.97,157.5,177.7,32.91
12/29/2020,371.46,312.96,157.16,176.35,32.78
12/28/2020,372.17,312.68,157.36,175.71,32.59
12/24/2020,369,309.56,157.29,176.35,32.92
12/23/2020,367.57,308.2,156.67,175.65,32.75
12/22/2020,367.24,309.76,157.76,174.49,32.09
12/21/2020,367.86,308.92,156.95,175.88,32.64
12/18/2020,369.18,310.06,156.33,176.44,33.48
12/17/2020,372.24,311,156.8,176.74,33.16
12/16/2020,370.17,308.98,157.38,174.9,32.74
12/15/2020,369.59,307.29,157.8,173.94,32.54
12/14/2020,364.66,304.04,158.33,171.54,32.17
12/11/2020,366.3,301.85,158.77,172.49,31.94
12/10/2020,366.73,302.52,158.21,172.17,32.11
12/9/2020,366.85,301.31,156.82,172.5,31.34
12/8/2020,370.17,308.29,157.34,175.5,31.41
12/7/2020,369.09,307.25,156.6,174.89,31.4
12/4/2020,369.85,305.52,155.2,172.32,31.56
12/3/2020,366.69,304.28,157.51,172.81,31.25
12/2/2020,366.79,303.85,156.25,171.46,30.97
12/1/2020,366.02,303.46,157.5,170.18,30.62
11/30/2020,362.06,299.62,160.02,166.67,30.97
11/27/2020,363.67,299.01,160.22,167.79,31.22
11/25/2020,362.66,296.28,158.68,169.51,31.37
11/24/2020,363.22,294.47,159.17,169.59,30.8
11/23/2020,357.46,290.39,160.77,172.23,29.52
11/20/2020,355.33,290.38,161.51,175.69,29.27
11/19/2020,357.78,292.38,160.09,175.16,29.09
11/18/2020,356.28,290.11,159.27,175.49,29
11/17/2020,360.62,292.27,158.81,176.5,28.87
11/16/2020,362.57,293.2,157.78,177.15,28.81
11/13/2020,358.1,290.93,158.16,177.16,28.13
11/12/2020,353.21,288.4,158.37,175.96,28.66
11/11/2020,356.67,289.76,155.72,174.9,29.04
11/10/2020,354.04,283.42,155.16,175.66,28.91
11/9/2020,354.56,288.59,156.06,175.08,28.07
11/6/2020,350.16,294.61,159.41,183.19,26.47
11/5/2020,350.24,294.39,161.36,182.93,27.16
11/4/2020,343.54,286.91,161.08,178.82,27.44
11/3/2020,336.03,274.65,157.66,178.92,26.72
11/2/2020,330.2,269.98,158.58,177.91,26.26
10/30/2020,326.54,269.38,157.57,176.2,25.25
10/29/2020,329.98,276.39,159.14,175.4,25.6
10/28/2020,326.66,271.64,160.7,176.13,26.31
10/27/2020,338.22,282.66,160.55,179.02,27.69
10/26/2020,339.39,280.47,159.48,178.55,27.11
10/23/2020,345.78,284.74,158.01,178.64,27.88
10/22/2020,344.61,284.18,157.05,178.83,28.51
10/21/2020,342.73,284.19,158.7,180.6,28.1
10/20/2020,343.38,284.41,159.25,179.25,29.05
10/19/2020,342.01,283.8,160.78,178.39,28.59
10/16/2020,347.29,288.51,161.39,178.3,28.72
10/15/2020,347.5,290.1,161.84,178.92,28.94
10/14/2020,347.93,292.06,162.12,178.27,28.98
10/13/2020,350.13,294.52,161.75,177.72,28.46
10/12/2020,352.43,294.53,160.6,180.56,28.07
10/9/2020,346.85,285.71,160.09,181.08,28.69
10/8/2020,343.78,281.41,160.12,177.85,29.14
10/7/2020,340.76,279.92,159.26,177.22,28.39
10/6/2020,334.93,275.16,160.43,177.3,28.39
10/5/2020,339.76,280.16,159.57,179.41,27.93
10/2/2020,333.84,274.31,162.75,178.54,26.35
10/1/2020,337.04,282.25,163.36,178.7,27.51
9/30/2020,334.89,277.84,163.26,177.12,28.29
9/29/2020,332.37,275.95,164.84,178.19,27.7
9/28/2020,334.19,277.2,164.65,176.7,28.69
9/25/2020,328.73,271.56,165.12,174.94,28.35
9/24/2020,323.5,265.39,165.12,175.44,28.5
9/23/2020,322.64,264.16,164.49,174.79,28.03
9/22/2020,330.3,272.48,164.27,178.65,28.17
9/21/2020,326.97,267.51,164.4,179.52,28.29
9/18/2020,330.65,266.87,163.57,183.2,29.06
9/17/2020,335.84,270.32,164.08,182.96,29.23
9/16/2020,338.82,274.61,163.58,183.97,28.7
9/15/2020,340.17,279.06,164.07,183.45,27.52
9/14/2020,338.46,275.16,164.47,183.89,26.94
9/11/2020,334.06,270.45,164.48,182.45,27.04
9/10/2020,333.89,272.34,164.13,182.46,26.79
9/9/2020,339.79,277.88,163.3,183.05,27.41
9/8/2020,333.21,269.95,163.74,181.29,26.75
9/4/2020,342.57,283.58,162.74,181.64,28.51
9/3/2020,345.39,287.41,165.89,181.14,29.64
9/2/2020,357.7,302.76,165.42,182.62,29.86
9/1/2020,352.6,299.92,163.86,185.05,30.61
8/31/2020,349.31,294.88,162.19,184.83,30.58
8/28/2020,350.58,292.53,161.12,184.39,30.72
8/27/2020,348.33,291.05,161.24,181.24,30.67
8/26/2020,347.57,291.96,164.03,183.36,30.93
8/25/2020,344.12,285.86,164.66,181.22,30.92
8/24/2020,342.92,283.63,165.93,181,30.35
8/21/2020,339.48,281.87,166.2,182.03,30.18
8/20/2020,338.28,279.93,165.21,183.5,30.52
8/19/2020,337.23,276.1,163.73,182.24,30.66
8/18/2020,338.64,277.97,164.76,188.18,30.6
8/17/2020,337.91,275.32,163.59,186.5,30.77
8/14/2020,336.84,272.16,163.18,182.54,30.33
8/13/2020,336.83,272.48,163.82,183.33,30.4
8/12/2020,337.44,271.86,165.59,179.1,30.56
8/11/2020,332.8,265.19,167.105,179.94,29.82
8/10/2020,335.57,270.31,169.12,190.15,30.16
8/7/2020,334.57,271.47,169.88,190.81,29.85
8/6/2020,334.33,274.64,171.02,193.89,30.18
8/5/2020,332.11,271.05,170.07,191.35,30.23
8/4/2020,330.06,270.38,171.57,189.59,29.78
8/3/2020,328.79,269.38,169.95,185.64,29.34
7/31/2020,326.52,265.79,171,185.43,29.07
7/30/2020,323.96,261.13,171.11,183.76,28.93
7/29/2020,325.12,259.77,169.99,185.13,29.57
7/28/2020,321.17,256.81,170.28,183.75,29.35
7/27/2020,323.22,260.12,169.11,182.23,29.72
7/24/2020,320.88,255.56,169.74,178.7,29.44
7/23/2020,322.96,258.01,169.75,177.18,29.41
7/22/2020,326.86,264.93,167.79,175.63,29.75
7/21/2020,325.01,264,167.29,173,29.72
7/20/2020,324.32,266.78,167.19,170.94,29.12
7/17/2020,321.72,259.42,166.78,170.12,29.1
7/16/2020,320.79,259.12,167.13,168.73,29.16
7/15/2020,321.85,260.9,166.34,170.34,29.29
7/14/2020,318.92,260.37,167.12,170.19,28.88
7/13/2020,314.84,258.54,166.88,169.4,28.5
7/10/2020,317.59,263.97,166.33,169.19,29.03
7/9/2020,314.38,262.18,167.17,169.63,28.41
7/8/2020,316.18,259.99,164.55,170.09,29.18
7/7/2020,313.78,256.61,165.21,169.04,28.79
7/6/2020,317.05,258.39,162.92,167.98,28.96
7/2/2020,312.23,252.19,163.59,166.98,28.75
7/1/2020,310.52,250.49,163.42,166.62,28.35
6/30/2020,308.36,247.6,163.93,167.37,28.06
6/29/2020,304.46,242.84,164.73,166.63,28.27
6/26/2020,300.05,240.22,165.25,166.54,27.36
6/25/2020,307.35,246.03,163.5,165.8,27.94
6/24/2020,304.09,243.71,163.03,165.9,27.25
6/23/2020,312.05,248.84,161.3,166.48,28.72
6/22/2020,310.62,246.74,162.41,165.09,28.98
6/19/2020,308.64,244.24,162.39,164.03,28.23
6/18/2020,311.78,244.28,162.26,162.24,27.89
6/17/2020,311.66,243.62,160.56,162.56,27.28
6/16/2020,312.96,242.85,159.9,162.25,27.64
6/15/2020,307.05,238.75,162.39,162.33,26.98
6/12/2020,304.21,235.88,162.3,162.62,26.43
6/11/2020,300.61,234.02,163.88,162.39,26.36
6/10/2020,319,246.22,160.84,163.57,28.43
6/9/2020,320.79,243.3,158.49,161.26,28.42
6/8/2020,323.2,241.55,156.71,159.72,28.37
6/5/2020,319.34,239.69,156.11,158.01,28.87
6/4/2020,311.36,235.03,157.23,161.28,27.5
6/3/2020,312.18,236.69,159.54,159.6,27.12
6/2/2020,308.08,235.63,161.69,162.6,27.07
6/1/2020,305.55,234.06,162.28,163.66,26.22
5/29/2020,304.32,233.36,163.59,162.91,25.88
5/28/2020,302.97,229.99,162.43,161.72,25.03
5/27/2020,303.53,230.29,163.03,161.18,25
5/26/2020,299.08,229.04,163.33,160.89,25.66
5/22/2020,295.44,229.66,165.55,163.21,25.57
5/21/2020,294.88,228.87,164.56,162.25,26.6
5/20/2020,296.93,231.39,164.15,164.65,25.34
5/19/2020,291.97,226.86,163.66,164.26,24.44
5/18/2020,295,227.43,163.05,162.69,24.31
5/15/2020,286.28,223.27,166.71,163.93,22.39
5/14/2020,284.97,221.83,167.14,163.01,21.45
5/13/2020,281.6,219.34,165.52,161.58,20.6
5/12/2020,286.67,222.12,164.37,160.04,20.97
5/11/2020,292.5,226.87,162.7,159.42,21.17
5/8/2020,292.44,224.86,163.98,160.42,21.47
5/7/2020,287.68,221.82,166.14,161.39,20.47
5/6/2020,284.25,219,163.41,158.95,20.85
5/5/2020,286.19,217.66,166.09,161.02,21.51
5/4/2020,283.57,215.22,167.16,160.34,19.67
5/1/2020,282.79,212.74,167.95,159.78,18.86
4/30/2020,290.48,218.91,166.74,158.8,19.12
4/29/2020,293.21,219,168.71,161.73,18
4/28/2020,285.73,211.5,169.59,160.84,17.04
4/27/2020,287.05,215.56,167.66,161.56,17.52
4/24/2020,282.97,213.84,170.84,162.64,20.56
4/23/2020,279.08,210.52,170.44,163.34,21.12
4/22/2020,279.1,210.97,169.54,161.73,20.08
4/21/2020,273.04,204.89,171.29,158.61,22.48
4/20/2020,281.59,212.74,169.16,159.7,30
4/17/2020,286.64,215.29,167.81,158.57,33.68
4/16/2020,279.1,213.25,170.09,161.71,34.88
4/15/2020,277.76,209.43,168.18,161.85,35.44
4/14/2020,283.79,211.86,163.84,162.68,37.28
4/13/2020,275.66,203.03,163.88,161.41,39.44
4/9/2020,278.2,200.86,165.39,158.69,39.84
4/8/2020,274.03,200.57,165.09,154.65,42.96
4/7/2020,265.13,196.4,166.3,156.04,40.72
4/6/2020,264.86,196.48,168.06,156.88,43.84
4/3/2020,248.19,183.37,168.5,152.65,47.2
4/2/2020,251.83,186.01,168.1,151.9,40.88
4/1/2020,246.15,182.31,167.04,149.45,35.04
3/31/2020,257.75,190.4,164.97,148.05,33.68
3/30/2020,261.65,192.04,166.32,152.92,33.84
3/27/2020,253.42,185.3,167.7,152.25,35.76
3/26/2020,261.2,191.9,163.34,153.24,38.64
3/25/2020,246.79,182.3,162.54,151.3,40.64
3/24/2020,243.15,183.66,162.91,153.4,39.84
3/23/2020,222.95,170.46,166,146.3,39.04
3/20/2020,228.8,170.7,159.43,140.11,39.52
3/19/2020,240.51,177.66,148.28,138.04,42.96
3/18/2020,240,176.6,144.35,140.7,37.68
3/17/2020,252.8,182.14,152.98,143.56,45.68
3/16/2020,239.85,169.3,163.91,141.64,48.4
3/13/2020,269.32,192.34,153.94,143.28,55.68
3/12/2020,248.11,177.32,157.5,147.79,52.32
3/11/2020,274.36,195.22,156.53,153.93,55.52
3/10/2020,288.42,204.11,162.51,154.48,57.92
3/9/2020,274.23,193.57,171.29,157.81,52.16
3/6/2020,297.46,208.02,166.77,157.55,69.84
3/5/2020,302.46,211.59,158.52,157.49,76.88
3/4/2020,312.86,218.22,154.67,154.16,78.88
3/3/2020,300.24,209.48,156.33,153.89,79.12
3/2/2020,309.09,216.42,153.94,149.2,79.36
2/28/2020,296.26,205.8,155.31,148.38,75.6
2/27/2020,297.51,205.64,151.88,154,78.24
2/26/2020,311.5,216.48,150.25,153.97,81.52
2/25/2020,312.65,215.37,151.05,153.3,83.2
2/24/2020,322.42,221.39,150.25,156.09,85.92
2/21/2020,333.48,230.27,148.04,154.7,89.28
2/20/2020,336.95,234.78,146.67,152.41,90.24
2/19/2020,338.34,236.98,145.53,151.79,89.44
2/18/2020,336.73,234.73,145.54,150.91,87.6
2/14/2020,337.6,234.64,144.55,149,87.6
2/13/2020,337.06,233.97,143.92,148.38,86.72
2/12/2020,337.42,234.27,143.37,147.54,86.48
2/11/2020,335.26,232.01,144.1,147.66,84
2/10/2020,334.68,231.97,144.83,148.17,83.36
2/7/2020,332.2,229.2,144.43,147.79,84.64
2/6/2020,333.98,230.19,142.65,147.4,85.92
2/5/2020,332.86,228.22,142.01,146.61,85.6
2/4/2020,329.06,227.47,143.58,146.43,83.52
2/3/2020,324.12,222.38,145.54,148.36,83.92
1/31/2020,321.73,219.07,145.9,149.33,86.72
1/30/2020,327.68,222.6,144.58,148.47,88.64
1/29/2020,326.62,221.81,144.56,148.46,89.28
1/28/2020,326.89,221.45,143.16,147.66,90
1/27/2020,323.5,218.1,144.29,148.99,88.8
1/24/2020,328.77,222.7,142.08,147.98,91.44
1/23/2020,331.72,224.59,140.94,147.12,93.28
1/22/2020,331.34,223.87,139.96,146.79,95.2
1/21/2020,331.3,223.28,139.47,146.74,97.92
1/17/2020,331.95,223.38,138.02,146.58,98.64
1/16/2020,330.92,222.28,139.21,146.31,98.32
1/15/2020,328.19,220.17,139.65,146.54,97.44
1/14/2020,327.45,220.08,138.73,145.69,98.24
1/13/2020,327.95,220.95,138.02,145.82,97.6
1/10/2020,325.71,218.43,138.44,146.91,99.28
1/9/2020,326.65,218.99,137.22,146.03,99.92
1/8/2020,324.45,217.15,136.74,146.86,101.28
1/7/2020,322.73,215.53,137.645,147.97,105.04
1/6/2020,323.64,215.56,138.33,147.39,105.28
1/3/2020,322.41,214.18,139.12,145.86,105.44
1/2/2020,324.87,216.16,137.015,143.95,102.48
12/31/2019,321.86,212.61,135.48,142.9,102.48
12/30/2019,321.08,212.21,136.82,142.63,103.12
12/27/2019,322.86,213.61,137.32,142.33,103.28
12/26/2019,322.94,213.79,137.17,142.38,103.12
12/24/2019,321.23,211.92,136.84,141.27,102.16
12/23/2019,321.22,211.81,136.45,139.95,101.6
12/20/2019,320.73,211.71,136.65,139.52,101.04
12/19/2019,320.9,210.86,136.47,139.38,102.24
12/18/2019,319.59,209.55,136.47,139.02,101.92
12/17/2019,319.57,209.39,137.6,139.01,101.76
12/16/2019,319.5,209.27,137.79,139.04,100.72
12/13/2019,317.32,207.19,139.04,139.05,99.92
12/12/2019,317.13,206.51,137.45,138.43,98.96
12/11/2019,314.42,204.98,139.75,138.92,98.4
12/10/2019,313.53,203.9,138.66,137.97,99.12
12/9/2019,313.88,204.07,138.65,137.58,98.64
12/6/2019,314.87,205,138.35,137.62,98.56
12/5/2019,312.02,202.83,139.12,139,97.52
12/4/2019,311.46,202.43,139.8,138.92,97.52
12/3/2019,309.55,201.41,141.21,139.11,94.08
12/2/2019,311.64,203,138.31,137.79,93.36
11/29/2019,314.31,205.1,140.42,137.86,92.96
11/27/2019,315.48,206.04,140.72,137.01,97.12
11/26/2019,314.08,204.61,141.13,137.74,97.52
11/25/2019,313.37,204.22,140.31,137.08,96.88
11/22/2019,310.96,201.83,139.9,137.74,96.88
11/21/2019,310.27,201.7,139.72,138,97.6
11/20/2019,310.77,202.15,140.6,138.76,95.2
11/19/2019,311.93,203.37,139.16,138.69,92.56
11/18/2019,312.02,203.07,138.01,138.62,95.2
11/15/2019,311.79,202.91,137.76,138.21,96.64
11/14/2019,309.55,201.43,137.91,138.56,95.28
11/13/2019,309.1,201.59,136.5,137.98,95.68
11/12/2019,309,201.54,135.62,137.43,94.96
11/11/2019,308.35,200.96,135,137.06,95.12
11/8/2019,308.94,201.23,134.91,137.39,95.92
11/7/2019,308.18,200.43,135.48,138.27,95.04
11/6/2019,307.1,199.76,137.98,140.45,94.48
11/5/2019,307.03,200.21,137.15,139.85,95.44
11/4/2019,307.37,200.1,138.71,142.15,94.48
11/1/2019,306.14,198.87,140.56,142.56,93.52
10/31/2019,303.33,197.08,141.24,142.43,90.4
10/30/2019,304.14,196.99,139.36,141.02,91.76
10/29/2019,303.21,196.04,137.35,140.25,92.64
10/28/2019,303.3,197.57,137.26,140.64,93.2
10/25/2019,301.6,195.64,138.52,141.86,94.64
10/24/2019,300.37,194.09,139.2,141.53,93.84
10/23/2019,299.88,192.22,139.48,140.53,93.2
10/22/2019,299.01,191.85,139.34,140.2,90.72
10/21/2019,299.99,193.39,138.53,139.79,89.68
10/18/2019,297.97,191.69,139.58,140.46,89.76
10/17/2019,299.28,193.55,139.58,140.61,90.24
